C3,C4,C5,C6,C7,C8,Pressure,Vapor_Fraction,Temperature
0.0993,0.0332,0.1672,0.0245,0.3599,0.3159,6.4993,0.7036,441.5023481
0.3214,0.0971,0.2302,0.0544,0.1376,0.1593,8.1003,0.3375,368.1010252
0.0239,0.0103,0.6002,0.0566,0.1952,0.1138,4.5155,0.0223,371.1509955
0.1625,0.1139,0.0278,0.1516,0.2929,0.2513,18.1879,0.656,482.2154094
0.0291,0.0263,0.1911,0.0038,0.4632,0.2865,9.7304,0.4165,460.4684287
0.053,0.2067,0.1745,0.0084,0.5361,0.0213,1.1863,0.83,357.0394539
0.1634,0.1107,0.143,0.0255,0.4659,0.0915,8.4809,0.3407,410.6966458
0.214,0.0819,0.2042,0.0676,0.1448,0.2875,2.348,0.018,301.0897645
0.1488,0.037,0.0234,0.3124,0.3725,0.1059,14.944,0.7716,471.6775575
0.4553,0.0361,0.0478,0.0322,0.4277,0.0009,3.7365,0.4182,333.7646477
0.059,0.49,0.2602,0.0355,0.1014,0.0539,17.3895,0.4885,413.5721245
0.1876,0.3645,0.1525,0.0263,0.0963,0.1728,19.9122,0.859,454.6389701
0.2315,0.3585,0.0694,0.1815,0.0551,0.104,6.102,0.4835,357.7580486
0.0972,0.1456,0.3349,0.0339,0.1406,0.2478,5.3858,0.075,361.1733744
0.4486,0.1044,0.1425,0.0717,0.1176,0.1152,18.7702,0.8963,443.1163678
0.0905,0.3334,0.0479,0.3966,0.0621,0.0695,6.3907,0.0438,357.7668165
0.0386,0.2968,0.1623,0.0211,0.4042,0.077,11.2604,0.149,411.2085054
0.1062,0.0656,0.0034,0.5176,0.1464,0.1608,3.1158,0.3763,380.0815584
0.1433,0.205,0.0412,0.2179,0.0643,0.3283,1.1663,0.1911,304.8118022
0.1658,0.2154,0.0427,0.1811,0.1247,0.2703,7.3757,0.3456,395.6648046
0.1364,0.1078,0.1843,0.087,0.3149,0.1696,10.7686,0.3154,424.0953762
0.0267,0.3287,0.2218,0.1765,0.2124,0.0339,10.7961,0.788,424.7030723
0.1728,0.0165,0.2448,0.2196,0.0388,0.3075,19.4426,0.1971,453.0720221
0.0042,0.1369,0.1751,0.0036,0.6096,0.0706,18.2933,0.7373,488.7354532
0.0287,0.3839,0.3525,0.0753,0.087,0.0726,4.0096,0.5433,354.5690221
0.0965,0.1771,0.014,0.1434,0.1351,0.4339,4.1603,0.5472,413.0103595
0.0485,0.1112,0.0729,0.1916,0.0937,0.4821,2.9245,0.8797,415.9478093
0.1796,0.0315,0.5603,0.0091,0.0626,0.1569,10.7356,0.635,414.3841394
0.1156,0.4856,0.0355,0.0582,0.1033,0.2018,4.361,0.9509,401.653351
0.0378,0.0942,0.1537,0.0756,0.2049,0.4338,13.6209,0.178,465.1213567
0.1956,0.2062,0.0889,0.0507,0.2207,0.2379,7.6295,0.8704,433.8909007
0.1183,0.3165,0.092,0.1412,0.1086,0.2234,5.8,0.4959,387.3641547
0.3437,0.1091,0.1221,0.3274,0.0319,0.0658,11.7881,0.3526,383.1853272
0.1204,0.1118,0.0519,0.1407,0.466,0.1092,7.0753,0.9921,439.2891878
0.3329,0.0889,0.4167,0.0008,0.0946,0.0661,9.3856,0.0055,341.7319265
0.1312,0.0364,0.02,0.2305,0.0604,0.5215,14.7612,0.0278,449.5516813
0.0201,0.3909,0.127,0.1216,0.2162,0.1242,13.5746,0.084,412.4172129
0.0436,0.0283,0.0598,0.5341,0.074,0.2602,15.199,0.4399,474.3008177
0.1526,0.3218,0.3818,0.0931,0.0286,0.0221,1.0801,0.484,292.8375479
0.6759,0.0438,0.0533,0.1581,0.0211,0.0478,7.1197,0.0661,304.0565284
0.2075,0.1827,0.4076,0.1808,0.0084,0.013,4.1814,0.054,318.7260244
0.3158,0.2295,0.1656,0.0494,0.1862,0.0535,12.3801,0.2679,373.2050085
0.0228,0.0382,0.2603,0.0754,0.4582,0.1451,7.1079,0.8953,442.0526393
0.3904,0.1665,0.2787,0.0356,0.0987,0.0301,15.4274,0.5346,387.599672
0.188,0.0294,0.1428,0.0474,0.0277,0.5647,19.1063,0.2038,470.7275062
0.0274,0.1728,0.4455,0.0673,0.1473,0.1397,18.4718,0.296,446.7554342
0.1267,0.2109,0.1157,0.2888,0.1772,0.0807,18.6649,0.2699,439.0052143
0.1779,0.265,0.0593,0.1417,0.2459,0.1102,7.1132,0.0164,350.7934454
0.0621,0.2025,0.2868,0.1378,0.0168,0.294,13.1868,0.9492,462.8608791
0.4484,0.1303,0.0947,0.1459,0.0381,0.1426,13.2475,0.1943,361.1221539
0.2982,0.0742,0.0626,0.0354,0.2448,0.2848,11.2237,0.6639,446.5551564
0.3972,0.205,0.237,0.0103,0.0298,0.1207,2.3545,0.1859,282.9121861
0.0983,0.0467,0.0546,0.3321,0.0417,0.4266,5.9837,0.5967,433.6833328
0.1528,0.0749,0.1499,0.3183,0.0019,0.3022,11.6776,0.4921,439.8934292
0.0453,0.109,0.2075,0.5354,0.0806,0.0222,7.7723,0.0136,391.5608896
0.0506,0.0872,0.0225,0.4552,0.159,0.2255,2.7504,0.787,396.7854921
0.0102,0.0644,0.1949,0.2726,0.2428,0.2151,6.3582,0.0882,411.1855617
0.21,0.0093,0.2749,0.285,0.0399,0.1809,19.893,0.6954,464.0340471
0.3982,0.1303,0.3011,0.1057,0.0317,0.033,6.8242,0.0461,320.0660012
0.0789,0.0615,0.1409,0.2822,0.3893,0.0472,5.3001,0.3046,398.9609275
0.0284,0.0732,0.5483,0.0287,0.1155,0.2059,4.5226,0.4581,384.6667014
0.1415,0.0651,0.4429,0.1264,0.0245,0.1996,13.6607,0.2407,416.097697
0.1009,0.098,0.1165,0.0076,0.6339,0.0431,18.8616,0.7657,486.1546124
0.1079,0.0704,0.3555,0.0701,0.1649,0.2312,9.2293,0.3875,418.4452367
0.1004,0.4414,0.0095,0.1911,0.1139,0.1437,17.7287,0.4367,431.7192291
0.0868,0.6999,0.0693,0.0148,0.0252,0.104,16.7657,0.5913,400.1285631
0.2041,0.1072,0.1697,0.181,0.0831,0.2549,16.5692,0.04,412.2646102
0.2511,0.0853,0.1671,0.0185,0.3882,0.0898,7.7513,0.5761,410.1200634
0.0643,0.0966,0.0498,0.3553,0.3964,0.0376,3.1743,0.2079,373.5491571
0.0656,0.197,0.0647,0.3636,0.2813,0.0278,11.2959,0.0498,410.7847704
0.3103,0.0537,0.3866,0.0748,0.1459,0.0287,17.857,0.5136,416.2282556
0.4293,0.2586,0.1414,0.1632,0.0008,0.0067,17.7903,0.6297,385.8925568
0.1108,0.133,0.0787,0.0427,0.5901,0.0447,1.9872,0.4069,363.4865961
0.0699,0.0096,0.0413,0.1373,0.4059,0.336,5.6431,0.2141,428.0683798
0.158,0.056,0.1224,0.234,0.3801,0.0495,8.6092,0.8647,435.6781515
0.4361,0.0469,0.0069,0.2971,0.1533,0.0597,4.9078,0.3205,332.8440264
0.4681,0.1688,0.0132,0.0324,0.123,0.1945,15.5264,0.07,361.7388919
0.0155,0.0497,0.3729,0.0773,0.2893,0.1953,18.0335,0.0402,465.3143691
0.3203,0.1407,0.2245,0.2205,0.087,0.007,8.2116,0.5806,374.8185395
0.0694,0.0971,0.0166,0.414,0.3689,0.034,1.8476,0.8453,374.1376259
0.0665,0.1572,0.0961,0.0949,0.542,0.0433,8.508,0.3183,422.5696302
0.0222,0.3396,0.3414,0.1673,0.0156,0.1139,1.117,0.442,309.9838149
0.096,0.4294,0.2406,0.0712,0.0106,0.1522,19.1187,0.2414,414.193094
0.1193,0.0264,0.1052,0.189,0.4768,0.0833,12.6844,0.0252,428.2016994
0.1016,0.2871,0.0353,0.0386,0.242,0.2954,4.1484,0.6563,404.8413395
0.0092,0.4374,0.2828,0.0454,0.0395,0.1857,15.1541,0.5722,428.7456171
0.1616,0.117,0.0818,0.3646,0.2587,0.0163,10.1261,0.2201,403.0506577
0.1573,0.1011,0.2587,0.0103,0.3327,0.1399,6.4424,0.9347,425.7218308
0.1584,0.2126,0.2907,0.0265,0.1499,0.1619,2.7584,0.2922,330.3813042
0.2644,0.0034,0.3464,0.2752,0.1104,0.0002,9.4365,0.6242,398.7622144
0.3666,0.0525,0.0381,0.3703,0.0354,0.1371,4.321,0.4256,352.2410698
0.0614,0.3299,0.1952,0.2133,0.1975,0.0027,4.0393,0.9838,382.90899
0.0723,0.3787,0.0138,0.399,0.0988,0.0374,10.1624,0.8829,421.3097081
0.0127,0.0859,0.107,0.6794,0.0805,0.0345,7.1735,0.426,413.7150021
0.2195,0.0356,0.118,0.1398,0.3423,0.1448,4.558,0.9104,413.7509267
0.0807,0.058,0.1962,0.0227,0.2281,0.4143,9.9243,0.7681,466.8597892
0.0612,0.1285,0.0758,0.3164,0.2353,0.1828,7.3273,0.6824,432.3207704
0.2641,0.1098,0.1401,0.2399,0.0486,0.1975,15.3232,0.0585,394.0653529
0.1784,0.0257,0.0098,0.4563,0.0203,0.3095,9.17,0.4501,433.5761782
0.168,0.1384,0.2409,0.1689,0.1575,0.1263,2.9421,0.041,316.3168704
0.0881,0.1537,0.0947,0.27,0.3596,0.0339,7.2922,0.6277,418.6597983
0.5174,0.049,0.0119,0.004,0.239,0.1787,14.6161,0.8067,443.1855924
0.3338,0.0757,0.027,0.0267,0.2086,0.3282,10.6095,0.7284,448.842381
0.1896,0.1535,0.0786,0.1817,0.1746,0.222,10.1353,0.1636,394.1855506
0.0586,0.3215,0.0421,0.0532,0.4379,0.0867,8.7111,0.7471,433.2095588
0.2061,0.3869,0.0395,0.1747,0.1478,0.045,1.9477,0.4569,313.0915204
0.0291,0.0337,0.1509,0.6273,0.1048,0.0542,17.8971,0.8606,472.6919767
0.123,0.2112,0.0776,0.0484,0.3658,0.174,19.6153,0.8837,485.5375675
0.1079,0.4795,0.0454,0.0031,0.1109,0.2532,16.4964,0.3682,422.1507854
0.2406,0.0207,0.2605,0.2163,0.0146,0.2473,15.2729,0.1366,410.8432969
0.7563,0.0891,0.0456,0.0849,0.0134,0.0107,5.0365,0.7015,302.9735847
0.3645,0.0327,0.0503,0.3764,0.0437,0.1324,15.5923,0.3499,411.4165027
0.2568,0.031,0.0779,0.1273,0.1287,0.3783,19.8597,0.1516,446.9262333
0.0442,0.067,0.4244,0.285,0.0791,0.1003,4.6939,0.2038,374.1476964
0.053,0.0467,0.1764,0.0502,0.2505,0.4232,6.5252,0.4212,437.7697056
0.0361,0.0154,0.3299,0.1929,0.3841,0.0416,1.2209,0.3225,342.2638524
0.0741,0.4538,0.0006,0.1683,0.1761,0.1271,4.8345,0.6037,380.8553652
0.2095,0.3075,0.0972,0.1252,0.0737,0.1869,9.6523,0.6015,404.125264
0.1614,0.1551,0.1463,0.2259,0.2753,0.036,2.2684,0.7771,365.8616274
0.1645,0.0073,0.1053,0.131,0.3696,0.2223,15.667,0.085,444.3953976
0.4777,0.0373,0.1613,0.1817,0.1407,0.0013,2.4445,0.1107,278.5354475
0.3069,0.0911,0.1342,0.3407,0.0301,0.097,5.115,0.5533,368.4575085
0.0903,0.0191,0.426,0.0694,0.2697,0.1255,1.2503,0.8334,357.7743975
0.2742,0.2361,0.1084,0.084,0.2028,0.0945,17.7319,0.3475,412.6551406
0.076,0.0668,0.1981,0.199,0.1389,0.3212,10.0793,0.953,462.8418283
0.0479,0.0182,0.2632,0.1614,0.401,0.1083,18.9542,0.5334,483.0302513
0.0355,0.0082,0.1304,0.4581,0.3273,0.0405,19.3113,0.8908,487.650466
0.2685,0.4137,0.1176,0.0077,0.1486,0.0439,3.761,0.8344,355.5061506
0.0555,0.2971,0.0774,0.2973,0.2558,0.0169,10.8832,0.9841,437.090777
0.5244,0.0189,0.203,0.1689,0.0283,0.0565,9.9652,0.2532,340.904862
0.1411,0.109,0.0307,0.5155,0.1793,0.0244,3.5712,0.7219,383.2169693
0.3885,0.0999,0.0949,0.2264,0.078,0.1123,15.8949,0.9629,445.0097609
0.2201,0.017,0.4705,0.027,0.1539,0.1115,17.2869,0.8054,448.9877553
0.1286,0.037,0.536,0.1989,0.0581,0.0414,7.2968,0.221,376.7551074
0.0196,0.121,0.1412,0.0757,0.4386,0.2039,6.4313,0.9186,441.5265833
0.1185,0.1938,0.112,0.3656,0.0015,0.2086,16.1013,0.7161,456.2789701
0.3591,0.2673,0.288,0.0186,0.0116,0.0554,5.6969,0.3621,324.5777777
0.1327,0.1478,0.2565,0.1308,0.2735,0.0587,12.2466,0.5316,427.2396014
0.2863,0.1308,0.1184,0.1609,0.1624,0.1412,18.0943,0.7234,451.3135226
0.1065,0.0132,0.5351,0.2031,0.1236,0.0185,8.8739,0.7996,410.9957258
0.0555,0.1204,0.0896,0.5613,0.1684,0.0048,5.6822,0.6004,401.4037124
0.2959,0.264,0.3127,0.0066,0.0838,0.037,11.994,0.7402,389.0554371
0.1397,0.0858,0.0264,0.5421,0.029,0.177,17.3974,0.4174,457.606887
0.0037,0.2109,0.1498,0.0131,0.0386,0.5839,18.2667,0.5748,500.2379655
0.0718,0.0263,0.2956,0.4362,0.1071,0.063,11.1571,0.5549,432.4212087
0.1594,0.1215,0.0411,0.298,0.0731,0.3069,10.8939,0.3354,428.7044372
0.0802,0.2716,0.3577,0.0292,0.1149,0.1464,5.4775,0.7609,392.9021413
0.1704,0.0084,0.4964,0.0981,0.0084,0.2183,11.8647,0.6387,429.4384971
0.1779,0.0146,0.0152,0.2888,0.2875,0.216,10.3951,0.1493,421.27795
0.1074,0.1174,0.2659,0.0546,0.3833,0.0714,11.5523,0.9092,449.2506531
0.1265,0.2777,0.0071,0.0623,0.2565,0.2699,5.4415,0.1067,358.9232768
0.1627,0.1,0.2088,0.24,0.2251,0.0634,4.6197,0.5538,383.235798
0.0417,0.6941,0.1616,0.0245,0.0037,0.0744,10.2797,0.0624,362.3210947
0.159,0.1269,0.3613,0.0145,0.0059,0.3324,19.167,0.6833,467.0064234
0.009,0.1988,0.2217,0.1455,0.0785,0.3465,9.9859,0.8949,458.3260039
0.0044,0.292,0.0251,0.0645,0.4393,0.1747,2.7391,0.9998,402.4097014
0.1679,0.0129,0.4745,0.2121,0.0919,0.0407,14.4163,0.6767,429.2440761
0.0151,0.1762,0.3496,0.0808,0.0562,0.3221,19.8774,0.6695,481.351414
0.0892,0.2523,0.0359,0.1509,0.4103,0.0614,10.9363,0.2941,420.4279309
0.0637,0.3015,0.2292,0.0736,0.2117,0.1203,10.3313,0.3172,404.053463
0.0153,0.1439,0.1185,0.4936,0.1064,0.1223,11.6586,0.9016,452.1662359
0.1331,0.1547,0.1228,0.0232,0.4561,0.1101,12.248,0.5995,448.3390616
0.0868,0.1711,0.0606,0.1454,0.2243,0.3118,16.1695,0.2177,457.5690517
0.4401,0.0307,0.1323,0.0781,0.1092,0.2096,1.9146,0.9873,376.7299874
0.3016,0.0133,0.1824,0.2754,0.1751,0.0522,13.3952,0.0052,377.9827767
0.0523,0.1672,0.3905,0.221,0.0872,0.0818,2.2544,0.6427,352.3009439
0.1568,0.284,0.2163,0.0212,0.1742,0.1475,12.543,0.8477,438.1273668
0.0544,0.2353,0.1737,0.1058,0.3319,0.0989,4.1425,0.3377,374.1323131
0.1492,0.1919,0.2761,0.1958,0.1689,0.0181,17.8162,0.5271,432.8578927
0.0648,0.2138,0.3184,0.11,0.12,0.173,17.6036,0.7889,461.2787659
0.1643,0.3931,0.1647,0.1877,0.0676,0.0226,10.9818,0.8366,401.3349072
0.0893,0.2314,0.1894,0.3297,0.1398,0.0204,11.3379,0.735,422.9782568
0.3017,0.2478,0.0553,0.0238,0.3384,0.033,3.2614,0.5844,350.6904673
0.0061,0.0053,0.1183,0.3301,0.2724,0.2678,13.7593,0.3177,478.3788159
0.1377,0.4088,0.0999,0.0596,0.2117,0.0823,2.2295,0.5786,336.8041631
0.2359,0.0652,0.0816,0.0756,0.0283,0.5134,9.4447,0.2138,406.5015502
0.0388,0.3757,0.1073,0.1391,0.2287,0.1104,16.3297,0.5414,444.8491411
0.0561,0.2085,0.2139,0.3248,0.1479,0.0488,5.004,0.3759,377.1855136
0.0858,0.0729,0.0458,0.4624,0.1652,0.1679,16.1365,0.2056,457.6856282
0.0729,0.5029,0.0189,0.0079,0.2927,0.1047,18.4474,0.5245,440.880787
0.6216,0.1282,0.1479,0.0845,0.0145,0.0033,8.2555,0.3677,319.1099032
0.0555,0.6501,0.0633,0.1735,0.0499,0.0077,19.9387,0.8637,422.6174223
0.17,0.0143,0.2323,0.0843,0.282,0.2171,6.0414,0.6548,419.9545643
0.0022,0.0933,0.13,0.0259,0.2795,0.4691,6.9404,0.8983,460.0050001
0.2024,0.0051,0.2551,0.0292,0.01,0.4982,10.448,0.8133,464.4747941
0.3214,0.1026,0.0933,0.0915,0.1547,0.2365,9.64,0.919,442.0989339
0.0888,0.0228,0.6427,0.0517,0.1113,0.0827,7.3474,0.6061,397.3771247
0.1043,0.3259,0.0119,0.0513,0.364,0.1426,7.3666,0.9159,432.4587348
0.2543,0.0561,0.0981,0.046,0.067,0.4785,2.1353,0.3046,343.236034
0.5199,0.0256,0.0536,0.309,0.0212,0.0707,19.368,0.2081,382.4836086
0.2137,0.4967,0.1173,0.0082,0.0955,0.0686,15.5078,0.7023,402.4559341
0.2746,0.0929,0.2687,0.1973,0.1134,0.0531,16.3148,0.9583,441.8082988
0.0246,0.0875,0.481,0.2146,0.0573,0.135,11.8089,0.2129,421.4952589
0.0897,0.1422,0.2493,0.0991,0.3017,0.118,13.0155,0.7283,450.8317348
0.0459,0.1909,0.4023,0.027,0.0679,0.266,8.5383,0.7525,429.2589968
0.2848,0.311,0.0063,0.0029,0.0316,0.3634,1.9098,0.076,282.464001
0.0666,0.0144,0.2084,0.0653,0.5702,0.0751,19.2843,0.4352,486.4451367
0.3778,0.0627,0.1246,0.0094,0.1397,0.2858,14.8476,0.5441,433.9768351
0.2238,0.2094,0.2792,0.1566,0.1218,0.0092,7.1844,0.2485,354.5617933
0.0366,0.4688,0.1708,0.1755,0.0924,0.0559,1.7222,0.3723,314.1892914
0.041,0.1119,0.5411,0.0171,0.0969,0.192,19.8829,0.0715,445.5323967
0.3193,0.0828,0.2021,0.1005,0.1376,0.1577,3.4165,0.5849,359.8604601
0.0522,0.4463,0.0622,0.1151,0.2259,0.0983,14.5375,0.4658,426.5961948
0.0339,0.0048,0.5421,0.1502,0.0842,0.1848,1.821,0.2779,344.646836
0.0222,0.3857,0.0716,0.048,0.2315,0.241,5.8355,0.4553,398.3766937
0.0059,0.0313,0.0012,0.4654,0.0156,0.4806,17.9511,0.712,509.304937
0.3736,0.2185,0.0873,0.0243,0.0496,0.2467,4.9341,0.8086,392.8104139
0.4315,0.0775,0.0844,0.0069,0.1326,0.2671,9.4249,0.571,403.5488749
0.1847,0.0794,0.1752,0.0535,0.4782,0.029,6.0181,0.7896,414.1835254
0.0053,0.2724,0.4868,0.1364,0.09,0.0091,7.1585,0.9802,395.9152078
0.3714,0.308,0.0029,0.0253,0.0782,0.2142,17.5632,0.1342,378.7919185
0.0536,0.1422,0.5977,0.1071,0.0317,0.0677,7.14,0.9094,399.2017328
0.1305,0.1031,0.0544,0.2833,0.3389,0.0898,9.2437,0.3911,424.7942887
0.0884,0.0595,0.5111,0.018,0.1243,0.1987,11.7077,0.2784,418.8532403
0.0577,0.379,0.1694,0.1859,0.0583,0.1497,8.9895,0.3268,389.9174325
0.2619,0.1083,0.0336,0.0297,0.4423,0.1242,3.132,0.2187,333.0395196
0.0424,0.2508,0.4341,0.1399,0.1116,0.0212,3.7253,0.257,346.4977175
0.1831,0.0211,0.0179,0.1302,0.307,0.3407,5.706,0.1186,384.4416857
0.2634,0.2057,0.1915,0.0228,0.289,0.0276,16.7554,0.6413,428.544353
0.0957,0.25,0.4462,0.1276,0.0676,0.0129,2.0189,0.3886,319.8221618
0.5982,0.1293,0.0476,0.0998,0.0544,0.0707,1.243,0.6021,273.489868
0.0674,0.0243,0.0748,0.079,0.5629,0.1916,19.9131,0.9328,509.3727291
0.4788,0.0513,0.1683,0.0263,0.0526,0.2227,16.8506,0.0359,366.259789
0.0485,0.1525,0.2529,0.0655,0.0063,0.4743,16.2535,0.1238,453.6185421
0.0649,0.1323,0.1875,0.1301,0.216,0.2692,9.6435,0.3484,431.987805
0.1344,0.0165,0.211,0.2254,0.0907,0.322,7.8192,0.9163,446.7418356
0.019,0.1507,0.1735,0.2228,0.041,0.393,6.5534,0.4834,425.947528
0.1016,0.0486,0.0479,0.205,0.387,0.2099,12.769,0.0649,441.8182943
0.4738,0.2164,0.0185,0.0664,0.043,0.1819,2.4619,0.9002,366.8483155
0.0023,0.3885,0.2379,0.0193,0.0355,0.3165,12.5669,0.3705,424.7160646
0.4313,0.346,0.0209,0.0332,0.1303,0.0383,18.1341,0.8799,414.8494785
0.2106,0.37,0.2401,0.0407,0.0648,0.0738,3.7097,0.7957,352.35797
0.1915,0.2326,0.0658,0.1881,0.0665,0.2555,19.5411,0.0627,420.7491958
0.0546,0.1369,0.1261,0.2668,0.1394,0.2762,7.056,0.3025,414.3420776
0.0741,0.1973,0.2578,0.0194,0.2998,0.1516,11.3478,0.2253,416.4633355
0.2649,0.1387,0.2101,0.37,0.0059,0.0104,9.7108,0.2105,367.5870178
0.0053,0.0964,0.2051,0.2176,0.2613,0.2143,19.7691,0.7697,494.2420415
0.506,0.2726,0.0529,0.0507,0.0449,0.0729,14.4763,0.9396,407.6008272
0.1305,0.3381,0.1497,0.1522,0.188,0.0415,13.1827,0.7544,425.1087256
0.1454,0.0088,0.1279,0.1808,0.227,0.3101,14.4195,0.1929,452.0371663
0.1752,0.6278,0.0687,0.0134,0.0191,0.0958,16.5243,0.6047,392.6909481
0.1437,0.1017,0.6765,0.0042,0.0302,0.0437,13.9051,0.0843,390.8789503
0.0098,0.1524,0.0237,0.6239,0.1144,0.0758,13.3645,0.0209,439.4313198
0.1025,0.0942,0.1653,0.1157,0.2437,0.2786,15.1867,0.9151,481.754807
0.0443,0.0205,0.5054,0.3199,0.0486,0.0613,13.6781,0.512,434.7347771
0.0056,0.0015,0.0083,0.4795,0.3797,0.1254,15.4416,0.3748,485.7605658
0.2382,0.1958,0.3471,0.0128,0.1234,0.0827,12.8196,0.4115,392.6609679
0.0262,0.1313,0.0831,0.1289,0.0832,0.5473,11.5602,0.9437,486.4469082
0.0012,0.1295,0.1177,0.1002,0.3178,0.3336,9.837,0.4696,458.8745219
0.0222,0.3022,0.0775,0.2728,0.1913,0.134,1.0019,0.4546,329.4267583
0.2845,0.0316,0.2556,0.1987,0.1646,0.065,12.9659,0.9143,437.1458625
0.0013,0.4507,0.1368,0.1255,0.1853,0.1004,1.0433,0.0741,295.1395691
0.1281,0.4334,0.1759,0.1023,0.0458,0.1145,12.6615,0.6489,406.7458934
0.1108,0.4854,0.0312,0.2333,0.0704,0.0689,15.6884,0.8439,430.9034989
0.0271,0.2241,0.0038,0.2394,0.4828,0.0228,16.7695,0.3113,462.7785946
0.2625,0.3358,0.0558,0.096,0.1738,0.0761,12.3557,0.4093,387.5735386
0.1426,0.015,0.1207,0.6937,0.0061,0.0219,16.8265,0.0897,432.8545538
0.2087,0.2042,0.0947,0.2196,0.0355,0.2373,9.9443,0.6658,423.7837952
0.0213,0.3314,0.2072,0.2339,0.157,0.0492,2.3328,0.7836,359.8264338
0.0849,0.4049,0.1992,0.0561,0.0753,0.1796,18.547,0.7892,451.4702876
0.2219,0.4152,0.0744,0.1232,0.1304,0.0349,19.289,0.4571,410.123321
0.0199,0.1101,0.0386,0.1489,0.3512,0.3313,7.7076,0.6549,454.275601
0.1675,0.0061,0.0222,0.2417,0.5426,0.0199,15.0224,0.5562,466.5308621
0.0675,0.1438,0.6253,0.0219,0.0546,0.0869,5.2742,0.1921,358.731499
0.1502,0.031,0.3803,0.3119,0.0014,0.1252,14.3496,0.7291,439.7084429
0.2144,0.3371,0.0754,0.1658,0.1022,0.1051,8.9696,0.6963,399.5246367
0.018,0.1026,0.3026,0.2884,0.1504,0.138,10.9332,0.4474,435.2730316
0.2296,0.0167,0.027,0.1181,0.6053,0.0033,1.4274,0.8534,367.1796338
0.6581,0.0604,0.1433,0.0424,0.0314,0.0644,18.3115,0.9805,415.7414939
0.1392,0.0268,0.0851,0.2738,0.0273,0.4478,4.9037,0.8202,431.53813
0.1258,0.1051,0.1934,0.073,0.2352,0.2675,6.7668,0.9341,438.5297183
0.0491,0.1389,0.1386,0.0732,0.2442,0.356,7.1635,0.0931,406.727391
0.1955,0.2374,0.0906,0.0821,0.1227,0.2717,18.1258,0.605,457.779556
0.0767,0.0908,0.0641,0.5276,0.194,0.0468,10.8205,0.4493,434.6671963
0.0507,0.334,0.402,0.0986,0.0022,0.1125,15.5424,0.372,413.5742285
0.1849,0.1461,0.005,0.0055,0.6541,0.0044,7.2451,0.7685,428.7223539
0.0429,0.6339,0.072,0.0419,0.038,0.1713,15.2664,0.7505,426.9561354
0.0166,0.3093,0.0247,0.0064,0.2648,0.3782,11.3772,0.2605,442.6426409
0.2977,0.0508,0.1568,0.146,0.2909,0.0578,8.7221,0.9032,425.2688418
0.1967,0.0054,0.0127,0.1887,0.5125,0.084,6.2779,0.3726,413.1541596
0.0967,0.0786,0.2377,0.3346,0.142,0.1104,16.5967,0.1709,441.0043856
0.0154,0.0442,0.2848,0.3588,0.1204,0.1764,13.8557,0.7184,463.0306275
0.1298,0.0897,0.0557,0.2167,0.1539,0.3542,14.2704,0.1374,443.612525
0.4548,0.1227,0.0361,0.2071,0.0309,0.1484,3.3507,0.8246,368.4557722
0.0951,0.2239,0.0579,0.0672,0.419,0.1369,15.5911,0.7412,469.2891366
0.3572,0.0393,0.0371,0.0367,0.4729,0.0568,2.3574,0.8773,380.0207656
0.1561,0.379,0.0469,0.242,0.1095,0.0665,13.1667,0.8456,427.6276413
0.0398,0.0455,0.057,0.431,0.2486,0.1781,17.0115,0.7049,486.0566556
0.1351,0.5089,0.0908,0.1425,0.0368,0.0859,9.3318,0.8883,402.5042423
0.4114,0.0284,0.1678,0.0482,0.1481,0.1961,19.8126,0.6812,450.2284082
0.0963,0.2147,0.1631,0.1093,0.3286,0.088,16.5198,0.2089,435.5151403
0.3258,0.158,0.0949,0.04,0.2893,0.092,1.6581,0.8744,360.1832101
0.3859,0.0558,0.4777,0.0229,0.0281,0.0296,16.8222,0.3937,385.4223317
0.2214,0.1178,0.4557,0.0965,0.1022,0.0064,3.9301,0.8512,360.9429399
0.0162,0.389,0.1565,0.1117,0.1266,0.2,12.5925,0.019,405.2542383
0.2548,0.042,0.0001,0.4496,0.191,0.0625,13.2998,0.1248,404.01483
0.2272,0.0678,0.4206,0.1601,0.0537,0.0706,16.4194,0.3211,411.3790927
0.1638,0.1637,0.2755,0.1779,0.092,0.1271,12.8918,0.1588,398.6995756
0.0561,0.1804,0.0174,0.587,0.1109,0.0482,16.6011,0.3272,449.4849735
0.1198,0.0079,0.3988,0.1563,0.0245,0.2927,15.6703,0.7096,465.132322
0.026,0.4085,0.0632,0.2448,0.0033,0.2542,9.6327,0.6109,422.9032253
0.133,0.072,0.2835,0.0094,0.4439,0.0582,4.729,0.9713,411.0282718
0.2168,0.1985,0.2438,0.124,0.1703,0.0466,13.9353,0.0763,385.0054113
0.0645,0.0635,0.0409,0.5063,0.0103,0.3145,19.7394,0.223,481.2975793
0.1135,0.0915,0.2552,0.1105,0.0938,0.3355,19.5959,0.7031,484.6874352
0.5344,0.1867,0.0806,0.0209,0.1126,0.0648,19.2591,0.5683,389.2085608
0.2981,0.1077,0.0684,0.3185,0.1554,0.0519,18.9581,0.0747,404.8276248
0.3401,0.0131,0.3314,0.1833,0.1108,0.0213,10.1734,0.485,385.4972794
0.1614,0.2319,0.2764,0.0797,0.2031,0.0475,9.0684,0.3193,381.7541252
