C3,C4,C5,C6,C7,C8,Pressure,LH
0.0877,0.0561,0.4135,0.0187,0.2107,0.2133,10.3273,32.7433
0.0890,0.2884,0.3603,0.1917,0.0097,0.0609,5.9520,29.1550
0.2206,0.1279,0.2072,0.0675,0.0881,0.2887,19.0023,31.7751
0.4268,0.2619,0.0542,0.1775,0.0669,0.0127,17.8832,23.6329
0.0287,0.0317,0.0625,0.1419,0.4529,0.2823,18.3355,21.1561
0.0167,0.1691,0.0136,0.5055,0.1406,0.1545,5.6944,32.6006
0.2389,0.1213,0.3360,0.0755,0.0407,0.1876,16.3931,30.0055
0.0216,0.1887,0.3846,0.2848,0.0183,0.1020,15.7856,23.0360
0.1029,0.0459,0.0410,0.1452,0.5414,0.1236,14.5706,29.1582
0.0206,0.2102,0.3415,0.2862,0.0995,0.0420,3.7509,30.6946
0.1673,0.0180,0.0337,0.3386,0.1290,0.3134,6.8704,40.5958
0.0506,0.2420,0.0882,0.1287,0.0630,0.4275,15.7795,31.7514
0.1308,0.4726,0.1928,0.1115,0.0607,0.0316,12.4370,24.6569
0.2083,0.1117,0.3192,0.1385,0.1455,0.0768,3.4560,35.8322
0.0733,0.4908,0.1722,0.1531,0.0231,0.0875,5.1091,30.4836
0.0142,0.0624,0.2316,0.0557,0.2328,0.4033,11.0368,30.6834
0.0091,0.2095,0.0641,0.0391,0.2107,0.4675,5.3935,39.5292
0.0344,0.0329,0.1212,0.0629,0.3812,0.3674,17.9588,23.1154
0.1722,0.1682,0.1085,0.0968,0.0279,0.4264,1.7696,46.1137
0.0544,0.1879,0.2752,0.2159,0.2136,0.0530,16.4496,24.3436
0.2036,0.0938,0.1710,0.0657,0.1209,0.3450,6.9855,41.8737
0.3073,0.1901,0.1854,0.1297,0.0273,0.1602,6.7040,34.9324
0.0429,0.0872,0.1192,0.1511,0.0484,0.5512,9.8582,35.1535
0.2083,0.1027,0.2002,0.0225,0.4330,0.0333,10.7895,33.9160
0.1656,0.0004,0.2567,0.0187,0.0681,0.4905,2.5101,47.6497
0.3670,0.1071,0.1964,0.0455,0.0850,0.1990,4.9009,38.3583
0.0134,0.3355,0.1075,0.4214,0.0654,0.0568,15.0400,23.7847
0.1149,0.1332,0.5305,0.0459,0.1624,0.0131,9.8303,27.0035
0.1694,0.2485,0.0973,0.1930,0.0166,0.2752,16.2093,31.9995
0.0477,0.1873,0.1010,0.3209,0.3416,0.0015,9.9484,28.8730
0.3356,0.1949,0.3286,0.0434,0.0893,0.0082,9.9731,26.4344
0.0513,0.0268,0.2443,0.5789,0.0761,0.0226,3.8811,30.4997
0.1598,0.2222,0.0061,0.2250,0.3511,0.0358,9.4940,33.8341
0.1101,0.2336,0.1336,0.4165,0.0867,0.0195,9.8848,28.1609
0.4536,0.0267,0.0815,0.0214,0.2893,0.1275,10.8326,37.4149
0.2582,0.2030,0.0249,0.1624,0.1810,0.1705,4.9711,39.4690
0.1506,0.1378,0.0692,0.2016,0.3375,0.1033,2.4849,40.8411
0.2064,0.3247,0.0112,0.1936,0.0320,0.2321,8.1393,36.5073
0.0983,0.0347,0.0999,0.0470,0.5694,0.1507,13.7887,30.2003
0.2813,0.1450,0.1768,0.0154,0.2786,0.1029,19.1800,29.7614
0.2396,0.2786,0.1208,0.1354,0.1150,0.1106,4.9370,35.1945
0.0910,0.1911,0.1059,0.0817,0.2797,0.2506,18.6604,28.6362
0.1818,0.1135,0.2538,0.3295,0.0982,0.0232,11.2364,28.3909
0.1212,0.2452,0.3352,0.2834,0.0023,0.0127,13.9665,22.9096
0.3655,0.1297,0.3452,0.0086,0.1059,0.0451,11.9508,28.0364
0.3721,0.1773,0.0179,0.1008,0.3147,0.0172,11.4952,32.8647
0.0859,0.0249,0.3325,0.0163,0.2242,0.3162,10.4122,34.4024
0.0411,0.3359,0.0162,0.0460,0.3430,0.2178,5.6729,38.3803
0.1966,0.0943,0.3531,0.1018,0.0466,0.2076,12.3110,32.7075
0.3030,0.0248,0.1040,0.3509,0.1647,0.0526,15.2079,30.5332
0.0945,0.0718,0.2703,0.4999,0.0438,0.0197,8.6295,27.6160
0.0791,0.2995,0.4768,0.0562,0.0546,0.0338,18.9761,19.9961
0.2203,0.3734,0.0497,0.0380,0.1546,0.1640,7.2329,35.6997
0.5521,0.0696,0.0928,0.0074,0.2719,0.0062,12.8703,30.0805
0.2977,0.1204,0.2059,0.0934,0.0426,0.2400,11.3865,35.8048
0.1062,0.1371,0.2134,0.0683,0.2494,0.2256,10.1426,35.0512
0.0501,0.2920,0.0628,0.2101,0.1176,0.2674,3.0797,39.6836
0.0755,0.2177,0.0244,0.0362,0.2250,0.4212,17.3115,31.5710
0.3779,0.0348,0.0170,0.0948,0.2582,0.2173,4.0146,43.8313
0.1468,0.2452,0.0830,0.0242,0.3030,0.1978,4.0684,40.9039
0.0283,0.1423,0.2983,0.3689,0.0683,0.0939,14.7192,23.9954
0.0923,0.0890,0.0105,0.5144,0.0363,0.2575,2.9485,39.9464
0.0283,0.0131,0.3094,0.0478,0.4003,0.2011,11.3527,28.6034
0.1629,0.0494,0.2523,0.0455,0.3761,0.1138,8.7737,35.8805
0.1261,0.0320,0.0248,0.4728,0.0611,0.2832,2.9204,41.9251
0.0017,0.0537,0.1300,0.0686,0.3457,0.4003,5.8396,33.5349
0.4706,0.3203,0.0168,0.1459,0.0350,0.0114,7.6101,26.0165
0.1020,0.0657,0.1765,0.1817,0.1359,0.3382,2.7099,42.9485
0.3001,0.2730,0.1536,0.0817,0.1602,0.0314,4.9106,32.2782
0.1899,0.0103,0.1336,0.0422,0.5570,0.0670,2.8551,42.8098
0.2570,0.4379,0.0472,0.1575,0.0625,0.0379,15.3270,24.8890
0.4104,0.0602,0.1136,0.0057,0.2390,0.1711,9.1626,38.4787
0.0623,0.2855,0.1805,0.0476,0.0273,0.3968,8.8436,37.4687
0.6776,0.0110,0.0600,0.0548,0.1688,0.0278,1.5878,32.6850
0.2171,0.0146,0.2369,0.0650,0.4430,0.0234,10.1961,34.3607
0.0295,0.4837,0.2521,0.0219,0.0158,0.1970,5.7862,32.8382
0.1524,0.3409,0.2476,0.0741,0.1772,0.0078,19.3908,22.4980
0.1276,0.0463,0.3690,0.2109,0.2108,0.0354,16.0562,25.3335
0.2914,0.0738,0.1619,0.1960,0.1235,0.1534,7.4191,37.1510
0.1259,0.0634,0.3809,0.3285,0.0717,0.0296,16.7394,23.1246
0.5734,0.0088,0.1295,0.0357,0.1487,0.1039,9.0723,33.7793
0.1193,0.0455,0.3247,0.2529,0.0192,0.2384,1.2812,40.9902
0.0521,0.0707,0.0526,0.1937,0.5990,0.0319,1.7165,39.1572
0.2607,0.0623,0.4537,0.0118,0.0502,0.1613,19.1013,27.4847
0.0384,0.0577,0.7171,0.0403,0.0571,0.0894,13.4385,23.6370
0.2108,0.2055,0.1595,0.2340,0.1888,0.0014,18.9132,24.6376
0.5673,0.0511,0.2353,0.0016,0.1350,0.0097,14.7871,25.4904
0.0081,0.1123,0.1321,0.0363,0.1047,0.6065,15.0140,28.3455
0.0673,0.4820,0.1444,0.0357,0.0069,0.2637,1.8872,38.1570
0.0618,0.2215,0.0713,0.1204,0.3520,0.1730,1.7114,41.3858
0.2913,0.3781,0.1551,0.0203,0.0412,0.1140,4.5342,32.4219
0.1857,0.0118,0.0365,0.0339,0.3787,0.3534,7.1358,44.1301
0.0373,0.1010,0.4096,0.4018,0.0382,0.0121,3.2725,29.3836
0.1693,0.1806,0.0251,0.2150,0.0726,0.3374,10.1184,38.5982
0.3479,0.1377,0.0746,0.1476,0.0995,0.1927,8.2153,37.5099
0.0244,0.2204,0.0684,0.0008,0.2120,0.4740,19.9710,26.4738
0.0106,0.5023,0.2959,0.1101,0.0064,0.0747,8.7447,26.1899
0.1465,0.4567,0.0411,0.1478,0.1056,0.1023,2.5171,35.1849
0.2138,0.2233,0.0071,0.4978,0.0078,0.0502,3.9266,33.8154
0.2644,0.1090,0.0219,0.0814,0.2371,0.2862,2.5202,45.7415
0.0131,0.2673,0.1095,0.2826,0.0183,0.3092,4.2332,37.2351
0.1895,0.2411,0.1309,0.2901,0.0793,0.0691,9.9497,30.6195
0.4579,0.0173,0.1990,0.1028,0.1267,0.0963,17.4566,29.9702
0.2015,0.0476,0.1730,0.0712,0.0700,0.4367,16.5182,35.8250
0.1086,0.2463,0.0201,0.1351,0.0570,0.4329,18.0560,32.4544
0.1658,0.0439,0.2289,0.1314,0.2970,0.1330,7.2613,36.9571
0.3749,0.1295,0.1111,0.0141,0.3441,0.0263,8.0089,34.9734
0.0551,0.2106,0.0782,0.0053,0.5075,0.1433,15.8636,28.9110
0.0446,0.3459,0.0819,0.2377,0.0893,0.2006,16.7825,27.5650
0.2723,0.0515,0.1017,0.1450,0.2130,0.2165,17.1530,33.8709
0.0684,0.0806,0.5144,0.1747,0.1377,0.0242,18.7812,20.5229
0.1785,0.2804,0.2435,0.0581,0.0434,0.1961,12.8530,31.5375
0.1948,0.1158,0.2507,0.3744,0.0026,0.0617,18.8998,23.7161
0.0982,0.1847,0.3048,0.0321,0.2799,0.1003,18.2028,26.1570
0.3096,0.1751,0.0877,0.0036,0.1155,0.3085,9.2083,40.2307
0.4110,0.3323,0.0148,0.0548,0.0866,0.1005,12.1586,29.7149
0.1523,0.0178,0.3244,0.0235,0.2067,0.2753,4.0116,41.7645
0.1357,0.3266,0.1216,0.2531,0.1252,0.0378,17.0382,25.0006
0.0216,0.3469,0.2587,0.1852,0.1816,0.0060,6.1771,28.8301
0.0359,0.1873,0.1363,0.4815,0.0884,0.0706,4.0246,32.4379
0.3277,0.1489,0.2923,0.0096,0.0646,0.1569,13.8778,31.1726
0.1205,0.3068,0.1118,0.1561,0.2505,0.0543,11.5058,30.4269
0.1203,0.3609,0.2933,0.0606,0.0056,0.1593,11.3286,29.5069
0.0122,0.1744,0.2080,0.0393,0.5526,0.0135,7.7666,30.8494
0.1651,0.0061,0.1348,0.1659,0.3367,0.1914,12.3284,34.3779
0.2900,0.1140,0.0083,0.3896,0.0966,0.1015,2.1821,39.0617
0.1536,0.3955,0.0098,0.1958,0.0568,0.1885,4.2038,37.0458
0.1313,0.0964,0.0296,0.1463,0.3847,0.2117,10.0994,36.5839
0.3175,0.1018,0.2013,0.1354,0.0566,0.1874,2.6484,39.2810
0.0175,0.1208,0.1058,0.0253,0.2366,0.4940,18.0459,25.2859
0.2597,0.3320,0.0976,0.1106,0.0827,0.1174,3.8883,34.9520
0.1270,0.2228,0.1475,0.2169,0.0155,0.2703,7.6135,36.6922
0.2205,0.0171,0.0846,0.3813,0.2788,0.0177,8.3799,34.4999
0.0282,0.2562,0.0839,0.4112,0.0036,0.2169,16.4984,26.0051
0.2264,0.1153,0.0123,0.0435,0.2076,0.3949,16.5334,37.5450
0.0006,0.4730,0.1290,0.0073,0.1668,0.2233,13.2011,30.6263
0.0560,0.0483,0.0637,0.3100,0.3713,0.1507,7.7414,32.4760
0.0087,0.3709,0.1490,0.2057,0.1930,0.0727,2.6427,34.1551
0.1258,0.0572,0.1991,0.2621,0.3335,0.0223,5.5428,34.7605
0.3390,0.2331,0.0384,0.2462,0.0437,0.0996,7.4937,33.1340
0.2908,0.2199,0.0026,0.4303,0.0524,0.0040,14.6226,26.5665
0.4542,0.0385,0.0768,0.1469,0.2321,0.0515,3.5326,37.1810
0.1974,0.0792,0.1310,0.3847,0.0969,0.1108,17.3811,27.8397
0.1667,0.1002,0.1881,0.3011,0.1468,0.0971,8.3076,33.6053
0.0258,0.1716,0.4404,0.1074,0.0909,0.1639,19.8367,22.3602
0.5053,0.1134,0.0178,0.0314,0.1688,0.1633,19.7124,31.9253
0.1897,0.3523,0.2335,0.1064,0.0631,0.0550,12.9454,26.3329
0.0468,0.0435,0.1519,0.3111,0.0878,0.3589,3.5368,38.7352
0.0349,0.0027,0.0548,0.4500,0.3708,0.0868,18.8203,19.1242
0.0793,0.4697,0.2635,0.1280,0.0210,0.0385,3.6269,28.9232
0.2737,0.0228,0.0068,0.3692,0.0427,0.2848,16.5822,34.4202
0.1079,0.0760,0.1749,0.1041,0.0366,0.5005,13.7050,35.1305
0.2811,0.2593,0.0345,0.2999,0.0661,0.0591,12.5948,29.3502
0.4292,0.0812,0.1400,0.0231,0.0178,0.3087,9.8072,38.9764
0.2577,0.1446,0.1599,0.0873,0.3258,0.0247,8.2009,34.3831
0.0960,0.2214,0.0901,0.3547,0.1762,0.0616,18.1968,24.6963
0.0802,0.0236,0.4029,0.3660,0.1134,0.0139,11.1938,25.4597
0.1120,0.3232,0.4366,0.0112,0.0205,0.0965,14.5977,24.8596
0.2022,0.0878,0.4544,0.0097,0.1449,0.1010,16.0257,27.7913
0.2379,0.0290,0.0738,0.3795,0.0894,0.1904,12.4500,34.5815
0.1712,0.3018,0.0914,0.2402,0.0581,0.1373,15.8673,28.7455
0.0233,0.0067,0.0515,0.0402,0.5074,0.3709,9.1726,28.8365
0.3227,0.1122,0.3108,0.0581,0.1937,0.0025,8.6740,30.2287
0.3513,0.1652,0.0119,0.1564,0.2968,0.0184,11.5731,32.9305
0.2360,0.0594,0.0315,0.1809,0.0167,0.4755,9.5471,43.3971
0.0011,0.3497,0.1062,0.0444,0.2446,0.2540,11.6344,32.2803
0.0098,0.2189,0.2875,0.1556,0.2488,0.0794,1.1693,36.1026
0.3680,0.1468,0.1719,0.1203,0.0630,0.1300,8.1208,33.9282
0.1006,0.2625,0.0040,0.0229,0.3557,0.2543,6.0952,40.7507
0.0119,0.0638,0.3242,0.3441,0.0186,0.2374,17.3386,22.8740
0.1729,0.0744,0.0041,0.1714,0.0951,0.4821,5.4166,46.0600
0.2892,0.1101,0.0235,0.2511,0.2814,0.0447,9.5400,35.1833
0.3494,0.0001,0.1000,0.0137,0.5127,0.0241,13.7258,35.5432
0.2510,0.2466,0.1857,0.0341,0.1561,0.1265,11.5635,32.4470
0.1875,0.2596,0.1600,0.2272,0.1554,0.0103,13.2197,27.3091
0.4146,0.1402,0.2118,0.1182,0.0471,0.0681,11.5090,29.0028
0.3470,0.0287,0.1964,0.1708,0.0269,0.2302,12.0610,35.9268
0.3296,0.1701,0.0402,0.0467,0.3780,0.0354,15.0057,32.4582
0.4261,0.1322,0.0213,0.0987,0.0357,0.2860,13.2765,37.2594
0.1280,0.4936,0.0183,0.0617,0.0005,0.2979,7.3451,36.7502
0.0674,0.2599,0.2195,0.0151,0.4057,0.0324,14.9716,27.5155
0.2399,0.0694,0.0822,0.5892,0.0002,0.0191,2.6790,34.5218
0.2148,0.0318,0.2138,0.2088,0.1174,0.2134,5.1690,39.8461
0.2731,0.2090,0.0204,0.3137,0.0650,0.1188,12.2441,32.1950
0.0229,0.3022,0.0729,0.0654,0.2675,0.2691,7.4946,36.4346
0.2243,0.2503,0.1117,0.1941,0.0610,0.1586,2.3192,38.1179
0.0496,0.2853,0.0056,0.0762,0.2985,0.2848,14.0798,32.4690
0.0617,0.0379,0.1119,0.0685,0.4070,0.3130,12.1972,30.8583
0.0554,0.1758,0.1319,0.0319,0.5881,0.0169,14.1948,28.0362
0.1034,0.2292,0.3381,0.0834,0.0092,0.2367,18.4647,27.2245
0.0876,0.0499,0.1515,0.3229,0.3475,0.0406,16.5566,24.7699
0.2196,0.0773,0.3519,0.2696,0.0674,0.0142,6.6441,30.3028
0.2603,0.1826,0.1382,0.0910,0.3139,0.0140,1.8091,37.3974
0.1887,0.3769,0.0072,0.1341,0.2166,0.0765,11.3655,31.7137
0.6513,0.0499,0.0207,0.0291,0.0919,0.1571,14.3002,32.1155
0.4352,0.1568,0.2091,0.0186,0.0163,0.1640,15.8546,29.8185
0.2031,0.2133,0.1834,0.2040,0.0167,0.1795,17.2756,28.8977
0.3311,0.0433,0.0099,0.4055,0.1151,0.0951,17.6179,30.4099
0.1832,0.0409,0.0590,0.0571,0.1692,0.4906,4.7198,47.7398
0.1557,0.0190,0.1799,0.1073,0.5100,0.0281,14.2538,30.2395
0.1279,0.0423,0.4671,0.0047,0.2756,0.0824,10.5812,30.8823
0.0472,0.3931,0.4027,0.0396,0.0574,0.0600,15.2883,22.8590
0.0212,0.0939,0.3012,0.0416,0.2649,0.2772,6.1133,35.1618
0.0137,0.0367,0.1375,0.0832,0.2984,0.4305,7.5250,32.6017
0.2356,0.0602,0.1421,0.2308,0.1304,0.2009,17.1378,31.6511
0.0488,0.0923,0.2291,0.3690,0.0901,0.1707,12.4058,27.8902
0.0148,0.1724,0.7121,0.0115,0.0112,0.0780,14.3071,21.8985
0.3064,0.0324,0.3594,0.0213,0.0142,0.2663,9.4493,37.1184
0.3781,0.2608,0.0643,0.1338,0.0577,0.1053,18.9436,27.1413
0.1243,0.0251,0.0612,0.2205,0.3367,0.2322,15.5174,29.9916
0.4640,0.1119,0.0029,0.0457,0.3338,0.0417,17.0192,31.7768
0.0039,0.1976,0.0629,0.6845,0.0393,0.0118,4.3796,28.7103
0.1833,0.0080,0.2108,0.0981,0.3389,0.1609,1.0231,44.3110
0.2849,0.0160,0.1146,0.3468,0.0397,0.1980,4.9266,39.8571
0.0649,0.1148,0.1323,0.4136,0.2303,0.0441,18.6424,22.2747
0.0518,0.3934,0.0107,0.0096,0.0389,0.4956,14.0061,36.3017
0.1593,0.0845,0.6899,0.0202,0.0362,0.0099,1.1548,30.9965
0.3030,0.0695,0.0834,0.2121,0.0377,0.2943,19.1952,33.2869
0.2856,0.0844,0.3240,0.1010,0.0717,0.1333,9.0519,33.5554
0.0051,0.0181,0.1575,0.5839,0.0012,0.2342,8.1822,27.9506
0.0049,0.0221,0.1980,0.4476,0.1228,0.2046,9.9098,26.8839
0.2966,0.1175,0.1564,0.3568,0.0124,0.0603,18.9600,25.3923
0.0241,0.6835,0.1259,0.0062,0.0856,0.0747,11.8525,25.4986
0.0991,0.1442,0.1631,0.0141,0.2932,0.2863,16.0726,31.4515
0.0140,0.1839,0.0047,0.6425,0.0909,0.0640,1.8836,34.0005
0.1780,0.0647,0.0250,0.4112,0.0865,0.2346,16.7358,30.5935
0.1501,0.1621,0.2789,0.1875,0.0754,0.1460,19.3161,25.9205
0.1067,0.1129,0.1729,0.1707,0.3701,0.0667,8.4457,33.5558
0.1419,0.3229,0.0461,0.3823,0.0388,0.0680,11.0312,28.9774
0.0264,0.4295,0.0241,0.0124,0.0235,0.4841,7.3237,40.2820
0.0656,0.3014,0.0544,0.3760,0.0261,0.1765,2.1485,37.5974
0.4152,0.0370,0.1363,0.3238,0.0167,0.0710,11.8969,30.6400
0.0224,0.1980,0.3165,0.0292,0.3770,0.0569,13.7073,26.7152
0.2685,0.1717,0.0609,0.0724,0.3561,0.0704,18.2742,30.6551
0.0766,0.1024,0.2076,0.1154,0.2943,0.2037,2.2258,40.8835
0.1900,0.0006,0.2713,0.2767,0.1652,0.0962,5.6808,36.0932
0.2946,0.0344,0.0444,0.3451,0.1039,0.1776,16.0108,33.0940
0.2465,0.0814,0.4234,0.1929,0.0078,0.0480,3.7708,32.0173
0.3423,0.2019,0.1759,0.1234,0.0323,0.1242,10.7772,31.4025
0.5026,0.0501,0.0044,0.0189,0.4160,0.0080,8.4642,36.0566
0.1922,0.0259,0.0739,0.4899,0.0691,0.1490,19.6878,26.2855
0.1288,0.0486,0.0457,0.0770,0.3846,0.3153,14.9570,32.6455
0.0362,0.3799,0.2754,0.0701,0.0450,0.1934,10.2778,30.6462
0.3468,0.0428,0.1104,0.3490,0.1380,0.0130,6.1079,33.9483
0.2432,0.2125,0.3158,0.1601,0.0042,0.0642,18.1570,23.7328
0.0993,0.0332,0.1672,0.0245,0.3599,0.3159,6.4993,39.6332
0.3214,0.0971,0.2302,0.0544,0.1376,0.1593,8.1003,36.3308
0.0239,0.0103,0.6002,0.0566,0.1952,0.1138,4.5155,31.5743
0.1625,0.1139,0.0278,0.1516,0.2929,0.2513,18.1879,31.1075
0.0291,0.0263,0.1911,0.0038,0.4632,0.2865,9.7304,30.8348
0.0530,0.2067,0.1745,0.0084,0.5361,0.0213,1.1863,39.2228
0.1634,0.1107,0.1430,0.0255,0.4659,0.0915,8.4809,36.9071
0.2140,0.0819,0.2042,0.0676,0.1448,0.2875,2.3480,43.8490
0.1488,0.0370,0.0234,0.3124,0.3725,0.1059,14.9440,30.0068
0.4553,0.0361,0.0478,0.0322,0.4277,0.0009,3.7365,38.2564
0.0590,0.4900,0.2602,0.0355,0.1014,0.0539,17.3895,22.5678
0.1876,0.3645,0.1525,0.0263,0.0963,0.1728,19.9122,27.4869
0.2315,0.3585,0.0694,0.1815,0.0551,0.1040,6.1020,32.9961
0.0972,0.1456,0.3349,0.0339,0.1406,0.2478,5.3858,37.7251
0.4486,0.1044,0.1425,0.0717,0.1176,0.1152,18.7702,29.3324
0.0905,0.3334,0.0479,0.3966,0.0621,0.0695,6.3907,31.6693
0.0386,0.2968,0.1623,0.0211,0.4042,0.0770,11.2604,30.7045
0.1062,0.0656,0.0034,0.5176,0.1464,0.1608,3.1158,38.9593
0.1433,0.2050,0.0412,0.2179,0.0643,0.3283,1.1663,44.5104
0.1658,0.2154,0.0427,0.1811,0.1247,0.2703,7.3757,39.2354
0.1364,0.1078,0.1843,0.0870,0.3149,0.1696,10.7686,34.7223
0.0267,0.3287,0.2218,0.1765,0.2124,0.0339,10.7961,27.4651
0.1728,0.0165,0.2448,0.2196,0.0388,0.3075,19.4426,28.9732
0.0042,0.1369,0.1751,0.0036,0.6096,0.0706,18.2933,22.2133
0.0287,0.3839,0.3525,0.0753,0.0870,0.0726,4.0096,30.8347
0.0965,0.1771,0.0140,0.1434,0.1351,0.4339,4.1603,44.1318
0.0485,0.1112,0.0729,0.1916,0.0937,0.4821,2.9245,42.9797
0.1796,0.0315,0.5603,0.0091,0.0626,0.1569,10.7356,31.2886
0.1156,0.4856,0.0355,0.0582,0.1033,0.2018,4.3610,36.7724
0.0378,0.0942,0.1537,0.0756,0.2049,0.4338,13.6209,30.5531
0.1956,0.2062,0.0889,0.0507,0.2207,0.2379,7.6295,39.4770
0.1183,0.3165,0.0920,0.1412,0.1086,0.2234,5.8000,37.4829
0.3437,0.1091,0.1221,0.3274,0.0319,0.0658,11.7881,30.3103
0.1204,0.1118,0.0519,0.1407,0.4660,0.1092,7.0753,37.3969
0.3329,0.0889,0.4167,0.0008,0.0946,0.0661,9.3856,30.1891
0.1312,0.0364,0.0200,0.2305,0.0604,0.5215,14.7612,34.0780
0.0201,0.3909,0.1270,0.1216,0.2162,0.1242,13.5746,28.5316
0.0436,0.0283,0.0598,0.5341,0.0740,0.2602,15.1990,24.7984
0.1526,0.3218,0.3818,0.0931,0.0286,0.0221,1.0801,31.1465
0.6759,0.0438,0.0533,0.1581,0.0211,0.0478,7.1197,28.5769
0.2075,0.1827,0.4076,0.1808,0.0084,0.0130,4.1814,28.9763
0.3158,0.2295,0.1656,0.0494,0.1862,0.0535,12.3801,30.1139
0.0228,0.0382,0.2603,0.0754,0.4582,0.1451,7.1079,31.7465
0.3904,0.1665,0.2787,0.0356,0.0987,0.0301,15.4274,25.4933
0.1880,0.0294,0.1428,0.0474,0.0277,0.5647,19.1063,34.2465
0.0274,0.1728,0.4455,0.0673,0.1473,0.1397,18.4718,23.3064
0.1267,0.2109,0.1157,0.2888,0.1772,0.0807,18.6649,25.6400
0.1779,0.2650,0.0593,0.1417,0.2459,0.1102,7.1132,36.0775
0.0621,0.2025,0.2868,0.1378,0.0168,0.2940,13.1868,31.1545
0.4484,0.1303,0.0947,0.1459,0.0381,0.1426,13.2475,31.8496
0.2982,0.0742,0.0626,0.0354,0.2448,0.2848,11.2237,40.7650
0.3972,0.2050,0.2370,0.0103,0.0298,0.1207,2.3545,34.1205
0.0983,0.0467,0.0546,0.3321,0.0417,0.4266,5.9837,40.0568
0.1528,0.0749,0.1499,0.3183,0.0019,0.3022,11.6776,34.6930
0.0453,0.1090,0.2075,0.5354,0.0806,0.0222,7.7723,27.5743
0.0506,0.0872,0.0225,0.4552,0.1590,0.2255,2.7504,38.3877
0.0102,0.0644,0.1949,0.2726,0.2428,0.2151,6.3582,31.9883
0.2100,0.0093,0.2749,0.2850,0.0399,0.1809,19.8930,26.9985
0.3982,0.1303,0.3011,0.1057,0.0317,0.0330,6.8242,28.8162
0.0789,0.0615,0.1409,0.2822,0.3893,0.0472,5.3001,34.5941
0.0284,0.0732,0.5483,0.0287,0.1155,0.2059,4.5226,34.0006
0.1415,0.0651,0.4429,0.1264,0.0245,0.1996,13.6607,29.8827
0.1009,0.0980,0.1165,0.0076,0.6339,0.0431,18.8616,25.6813
0.1079,0.0704,0.3555,0.0701,0.1649,0.2312,9.2293,34.5768
0.1004,0.4414,0.0095,0.1911,0.1139,0.1437,17.7287,27.4694
0.0868,0.6999,0.0693,0.0148,0.0252,0.1040,16.7657,23.5938
0.2041,0.1072,0.1697,0.1810,0.0831,0.2549,16.5692,32.2498
0.2511,0.0853,0.1671,0.0185,0.3882,0.0898,7.7513,37.9131
0.0643,0.0966,0.0498,0.3553,0.3964,0.0376,3.1743,36.4378
0.0656,0.1970,0.0647,0.3636,0.2813,0.0278,11.2959,28.7506
0.3103,0.0537,0.3866,0.0748,0.1459,0.0287,17.8570,25.7023
0.4293,0.2586,0.1414,0.1632,0.0008,0.0067,17.7903,20.8684
0.1108,0.1330,0.0787,0.0427,0.5901,0.0447,1.9872,41.6227
0.0699,0.0096,0.0413,0.1373,0.4059,0.3360,5.6431,37.6980
0.1580,0.0560,0.1224,0.2340,0.3801,0.0495,8.6092,34.6657
0.4361,0.0469,0.0069,0.2971,0.1533,0.0597,4.9078,36.5616
0.4681,0.1688,0.0132,0.0324,0.1230,0.1945,15.5264,33.8453
0.0155,0.0497,0.3729,0.0773,0.2893,0.1953,18.0335,22.9095
0.3203,0.1407,0.2245,0.2205,0.0870,0.0070,8.2116,29.4251
0.0694,0.0971,0.0166,0.4140,0.3689,0.0340,1.8476,38.2174
0.0665,0.1572,0.0961,0.0949,0.5420,0.0433,8.5080,33.2328
0.0222,0.3396,0.3414,0.1673,0.0156,0.1139,1.1170,34.3144
0.0960,0.4294,0.2406,0.0712,0.0106,0.1522,19.1187,24.5687
0.1193,0.0264,0.1052,0.1890,0.4768,0.0833,12.6844,30.7973
0.1016,0.2871,0.0353,0.0386,0.2420,0.2954,4.1484,42.0765
0.0092,0.4374,0.2828,0.0454,0.0395,0.1857,15.1541,26.7921
0.1616,0.1170,0.0818,0.3646,0.2587,0.0163,10.1261,31.5633
0.1573,0.1011,0.2587,0.0103,0.3327,0.1399,6.4424,37.7456
0.1584,0.2126,0.2907,0.0265,0.1499,0.1619,2.7584,38.1144
0.2644,0.0034,0.3464,0.2752,0.1104,0.0002,9.4365,29.6023
0.3666,0.0525,0.0381,0.3703,0.0354,0.1371,4.3210,38.1352
0.0614,0.3299,0.1952,0.2133,0.1975,0.0027,4.0393,31.5456
0.0723,0.3787,0.0138,0.3990,0.0988,0.0374,10.1624,28.3630
0.0127,0.0859,0.1070,0.6794,0.0805,0.0345,7.1735,26.7958
0.2195,0.0356,0.1180,0.1398,0.3423,0.1448,4.5580,41.5452
0.0807,0.0580,0.1962,0.0227,0.2281,0.4143,9.9243,36.4253
0.0612,0.1285,0.0758,0.3164,0.2353,0.1828,7.3273,34.3575
0.2641,0.1098,0.1401,0.2399,0.0486,0.1975,15.3232,32.4039
0.1784,0.0257,0.0098,0.4563,0.0203,0.3095,9.1700,37.8542
0.1680,0.1384,0.2409,0.1689,0.1575,0.1263,2.9421,38.1105
0.0881,0.1537,0.0947,0.2700,0.3596,0.0339,7.2922,33.2782
0.5174,0.0490,0.0119,0.0040,0.2390,0.1787,14.6161,36.5271
0.3338,0.0757,0.0270,0.0267,0.2086,0.3282,10.6095,42.4620
0.1896,0.1535,0.0786,0.1817,0.1746,0.2220,10.1353,36.9704
